timestamp,open,high,low,close,D_open,D_high,D_low,D_close
2024-09-05 05:00:00+00:00,1.10762,1.1083,1.10748,1.10783,1.10805,1.11211,1.10752,1.10805
2024-09-05 06:00:00+00:00,1.10784,1.10842,1.10753,1.10823,1.10805,1.11211,1.10752,1.10805
2024-09-05 07:00:00+00:00,1.10824,1.10871,1.10791,1.10833,1.10805,1.11211,1.10752,1.10805
2024-09-05 08:00:00+00:00,1.10834,1.10869,1.10815,1.1085,1.10805,1.11211,1.10752,1.10805
2024-09-05 09:00:00+00:00,1.10852,1.10859,1.10786,1.10802,1.10805,1.11211,1.10752,1.10805
2024-09-05 10:00:00+00:00,1.10801,1.10824,1.10753,1.10792,1.10805,1.11211,1.10752,1.10805
2024-09-05 11:00:00+00:00,1.10794,1.1086,1.10771,1.1079,1.10805,1.11211,1.10752,1.10805
2024-09-05 12:00:00+00:00,1.10791,1.10839,1.10779,1.10799,1.10805,1.11211,1.10752,1.10805
2024-09-05 13:00:00+00:00,1.10797,1.10801,1.10758,1.1077,1.10805,1.11211,1.10752,1.10805
2024-09-05 14:00:00+00:00,1.1077,1.10784,1.10744,1.10771,1.10805,1.11211,1.10752,1.10805
2024-09-05 15:00:00+00:00,1.10769,1.10812,1.10762,1.10803,1.10805,1.11211,1.10752,1.10805
2024-09-05 16:00:00+00:00,1.10803,1.10888,1.10791,1.10838,1.10805,1.11211,1.10752,1.10805
2024-09-05 17:00:00+00:00,1.10837,1.10907,1.10795,1.10873,1.10805,1.11211,1.10752,1.10805
2024-09-05 18:00:00+00:00,1.10872,1.11007,1.10837,1.10991,1.10805,1.11211,1.10752,1.10805
2024-09-05 19:00:00+00:00,1.10991,1.11009,1.10924,1.10947,1.10805,1.11211,1.10752,1.10805
2024-09-05 20:00:00+00:00,1.10949,1.11001,1.1092,1.10991,1.10805,1.11211,1.10752,1.10805
2024-09-05 21:00:00+00:00,1.10989,1.11086,1.10927,1.10952,1.10805,1.11211,1.10752,1.10805
2024-09-05 22:00:00+00:00,1.10954,1.11202,1.10868,1.10927,1.10805,1.11211,1.10752,1.10805
2024-09-05 23:00:00+00:00,1.10925,1.11113,1.10902,1.11053,1.10805,1.11211,1.10752,1.10805
2024-09-06 00:00:00+00:00,1.11047,1.11076,1.10759,1.10794,1.11111,1.11496,1.10672,1.11111
2024-09-06 01:00:00+00:00,1.10797,1.10962,1.10777,1.10954,1.11111,1.11496,1.10672,1.11111
2024-09-06 02:00:00+00:00,1.10955,1.11058,1.10948,1.1101,1.11111,1.11496,1.10672,1.11111
2024-09-06 03:00:00+00:00,1.11011,1.11078,1.10991,1.11068,1.11111,1.11496,1.10672,1.11111
2024-09-06 04:00:00+00:00,1.1107,1.11137,1.11022,1.11042,1.11111,1.11496,1.10672,1.11111
2024-09-06 05:00:00+00:00,1.11042,1.11082,1.11024,1.11037,1.11111,1.11496,1.10672,1.11111
2024-09-06 06:00:00+00:00,1.11039,1.11122,1.11035,1.11106,1.11111,1.11496,1.10672,1.11111
2024-09-06 07:00:00+00:00,1.11097,1.11134,1.11041,1.11093,1.11111,1.11496,1.10672,1.11111
2024-09-06 08:00:00+00:00,1.11093,1.11127,1.11055,1.11097,1.11111,1.11496,1.10672,1.11111
2024-09-06 09:00:00+00:00,1.11098,1.1113,1.11082,1.11111,1.11111,1.11496,1.10672,1.11111
2024-09-06 10:00:00+00:00,1.11112,1.11152,1.11092,1.11134,1.11111,1.11496,1.10672,1.11111
2024-09-06 11:00:00+00:00,1.11133,1.11144,1.11096,1.11107,1.11111,1.11496,1.10672,1.11111
2024-09-06 12:00:00+00:00,1.1111,1.11132,1.11089,1.11112,1.11111,1.11496,1.10672,1.11111
2024-09-06 13:00:00+00:00,1.11113,1.11166,1.11107,1.11152,1.11111,1.11496,1.10672,1.11111
2024-09-06 14:00:00+00:00,1.11152,1.1118,1.11136,1.11159,1.11111,1.11496,1.10672,1.11111
2024-09-06 15:00:00+00:00,1.11159,1.11191,1.11136,1.11172,1.11111,1.11496,1.10672,1.11111
2024-09-06 16:00:00+00:00,1.1117,1.11214,1.11139,1.11208,1.11111,1.11496,1.10672,1.11111
2024-09-06 17:00:00+00:00,1.11206,1.11211,1.11105,1.1116,1.11111,1.11496,1.10672,1.11111
2024-09-06 18:00:00+00:00,1.11159,1.11213,1.11126,1.1118,1.11111,1.11496,1.10672,1.11111
2024-09-06 19:00:00+00:00,1.11174,1.11177,1.1107,1.11135,1.11111,1.11496,1.10672,1.11111
2024-09-06 20:00:00+00:00,1.11133,1.11142,1.11065,1.1107,1.11111,1.11496,1.10672,1.11111
2024-09-06 21:00:00+00:00,1.11075,1.11101,1.11024,1.11072,1.11111,1.11496,1.10672,1.11111
2024-09-06 22:00:00+00:00,1.11072,1.11563,1.10774,1.11217,1.11111,1.11496,1.10672,1.11111
2024-09-06 23:00:00+00:00,1.11211,1.11261,1.10652,1.10829,1.11111,1.11496,1.10672,1.11111
2024-09-07 00:00:00+00:00,1.10835,1.11136,1.10729,1.11022,1.11111,1.11496,1.10672,1.11111
2024-09-07 01:00:00+00:00,1.11022,1.11357,1.10827,1.1086,1.11111,1.11496,1.10672,1.11111
2024-09-07 02:00:00+00:00,1.10856,1.10861,1.10693,1.10769,1.11111,1.11496,1.10672,1.11111
2024-09-07 03:00:00+00:00,1.10769,1.10897,1.10692,1.10845,1.11111,1.11496,1.10672,1.11111
2024-09-07 04:00:00+00:00,1.10849,1.10874,1.1078,1.10862,1.11111,1.11496,1.10672,1.11111
2024-09-07 05:00:00+00:00,1.10863,1.109,1.10818,1.10885,1.11111,1.11496,1.10672,1.11111
2024-09-07 06:00:00+00:00,1.10886,1.10891,1.10815,1.10861,1.11111,1.11496,1.10672,1.11111
2024-09-09 09:00:00+00:00,1.10871,1.10914,1.10862,1.10868,1.10872,1.10914,1.1035,1.10872
2024-09-09 10:00:00+00:00,1.10867,1.10916,1.10819,1.10834,1.10872,1.10914,1.1035,1.10872
2024-09-09 11:00:00+00:00,1.10833,1.10914,1.10809,1.10822,1.10872,1.10914,1.1035,1.10872
2024-09-09 12:00:00+00:00,1.10821,1.10837,1.10801,1.10808,1.10872,1.10914,1.1035,1.10872
2024-09-09 13:00:00+00:00,1.10807,1.10821,1.10783,1.10799,1.10872,1.10914,1.1035,1.10872
2024-09-09 14:00:00+00:00,1.10798,1.10807,1.10742,1.10757,1.10872,1.10914,1.1035,1.10872
2024-09-09 15:00:00+00:00,1.10759,1.10763,1.10686,1.10691,1.10872,1.10914,1.1035,1.10872
2024-09-09 16:00:00+00:00,1.10692,1.10723,1.10604,1.10648,1.10872,1.10914,1.1035,1.10872
2024-09-09 17:00:00+00:00,1.10648,1.10667,1.10546,1.10593,1.10872,1.10914,1.1035,1.10872
